[2020-04-20 23:33:18,375 line 38] all the categories inserted in category successfully
[2020-04-21 17:04:56,768 line 241] 1248272393 row inserted in dev table
[2020-04-21 17:04:56,769 line 246] Dev info ok
[2020-04-21 17:04:56,785 line 151] 1311567292: Data from main tab ok
[2020-04-21 17:04:57,033 line 192] Top rankings ok
[2020-04-21 17:04:58,594 line 275] Twitter information inserted in database for 1311567292
[2020-04-21 17:04:58,975 line 171] 1311567292-Reference:1 inserted in app_category table successfully
[2020-04-21 17:04:58,978 line 171] 1311567292-Books:29 inserted in app_category table successfully
[2020-04-21 17:04:59,007 line 221] No ranking in top_countries
[2020-04-21 17:04:59,036 line 221] No ranking in world
[2020-04-21 17:04:59,036 line 174] 1311567292: row inserted in app_country_rank table 

[2020-04-21 17:04:59,036 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:00,060 line 245] Dev exist already
[2020-04-21 17:05:00,060 line 246] Dev info ok
[2020-04-21 17:05:00,070 line 151] 386541187: Data from main tab ok
[2020-04-21 17:05:00,197 line 192] Top rankings ok
[2020-04-21 17:05:01,087 line 275] Twitter information inserted in database for 386541187
[2020-04-21 17:05:01,539 line 171] 386541187-Social Networking:4 inserted in app_category table successfully
[2020-04-21 17:05:01,542 line 171] 386541187-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:01,569 line 221] No ranking in top_countries
[2020-04-21 17:05:01,596 line 221] No ranking in world
[2020-04-21 17:05:01,596 line 174] 386541187: row inserted in app_country_rank table 

[2020-04-21 17:05:01,597 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:03,284 line 241] 1139430994 row inserted in dev table
[2020-04-21 17:05:03,284 line 246] Dev info ok
[2020-04-21 17:05:03,289 line 124] No average rating on overall
[2020-04-21 17:05:03,291 line 86] No current rating
[2020-04-21 17:05:03,295 line 151] 1182849604: Data from main tab ok
[2020-04-21 17:05:03,418 line 192] Top rankings ok
[2020-04-21 17:05:04,397 line 275] Twitter information inserted in database for 1182849604
[2020-04-21 17:05:04,835 line 171] 1182849604-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:04,864 line 221] No ranking in top_countries
[2020-04-21 17:05:04,894 line 221] No ranking in world
[2020-04-21 17:05:04,894 line 174] 1182849604: row inserted in app_country_rank table 

[2020-04-21 17:05:04,895 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:06,011 line 245] Dev exist already
[2020-04-21 17:05:06,011 line 246] Dev info ok
[2020-04-21 17:05:06,022 line 151] 386541407: Data from main tab ok
[2020-04-21 17:05:06,141 line 192] Top rankings ok
[2020-04-21 17:05:07,092 line 275] Twitter information inserted in database for 386541407
[2020-04-21 17:05:07,495 line 171] 386541407-Social Networking:4 inserted in app_category table successfully
[2020-04-21 17:05:07,498 line 171] 386541407-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:07,526 line 221] No ranking in top_countries
[2020-04-21 17:05:07,554 line 221] No ranking in world
[2020-04-21 17:05:07,554 line 174] 386541407: row inserted in app_country_rank table 

[2020-04-21 17:05:07,554 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:09,197 line 241] 348889012 row inserted in dev table
[2020-04-21 17:05:09,197 line 246] Dev info ok
[2020-04-21 17:05:09,210 line 151] 818491760: Data from main tab ok
[2020-04-21 17:05:09,338 line 192] Top rankings ok
[2020-04-21 17:05:12,882 line 275] Twitter information inserted in database for 818491760
[2020-04-21 17:05:13,277 line 171] 818491760-Reference:1 inserted in app_category table successfully
[2020-04-21 17:05:13,280 line 171] 818491760-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:13,307 line 221] No ranking in top_countries
[2020-04-21 17:05:13,335 line 221] No ranking in world
[2020-04-21 17:05:13,335 line 174] 818491760: row inserted in app_country_rank table 

[2020-04-21 17:05:13,335 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:15,005 line 241] 930771365 row inserted in dev table
[2020-04-21 17:05:15,006 line 246] Dev info ok
[2020-04-21 17:05:15,019 line 151] 1104859786: Data from main tab ok
[2020-04-21 17:05:15,145 line 192] Top rankings ok
[2020-04-21 17:05:18,757 line 275] Twitter information inserted in database for 1104859786
[2020-04-21 17:05:19,129 line 171] 1104859786-Education:27 inserted in app_category table successfully
[2020-04-21 17:05:19,133 line 171] 1104859786-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:19,162 line 221] No ranking in top_countries
[2020-04-21 17:05:19,189 line 221] No ranking in world
[2020-04-21 17:05:19,189 line 174] 1104859786: row inserted in app_country_rank table 

[2020-04-21 17:05:19,189 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:20,252 line 245] Dev exist already
[2020-04-21 17:05:20,252 line 246] Dev info ok
[2020-04-21 17:05:20,264 line 151] 543220782: Data from main tab ok
[2020-04-21 17:05:20,394 line 192] Top rankings ok
[2020-04-21 17:05:21,332 line 275] Twitter information inserted in database for 543220782
[2020-04-21 17:05:21,720 line 171] 543220782-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:21,808 line 221] No ranking in top_countries
[2020-04-21 17:05:21,904 line 221] No ranking in world
[2020-04-21 17:05:21,904 line 174] 543220782: row inserted in app_country_rank table 

[2020-04-21 17:05:21,905 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:23,721 line 241] 283414632 row inserted in dev table
[2020-04-21 17:05:23,721 line 246] Dev info ok
[2020-04-21 17:05:23,742 line 151] 288887594: Data from main tab ok
[2020-04-21 17:05:24,031 line 192] Top rankings ok
[2020-04-21 17:05:24,993 line 275] Twitter information inserted in database for 288887594
[2020-04-21 17:05:25,432 line 171] 288887594-Lifestyle:24 inserted in app_category table successfully
[2020-04-21 17:05:25,440 line 171] 288887594-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:25,503 line 221] No ranking in top_countries
[2020-04-21 17:05:25,553 line 221] No ranking in world
[2020-04-21 17:05:25,554 line 174] 288887594: row inserted in app_country_rank table 

[2020-04-21 17:05:25,554 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:27,430 line 241] 1462906690 row inserted in dev table
[2020-04-21 17:05:27,431 line 246] Dev info ok
[2020-04-21 17:05:27,442 line 151] 1462906691: Data from main tab ok
[2020-04-21 17:05:27,572 line 192] Top rankings ok
[2020-04-21 17:05:28,537 line 275] Twitter information inserted in database for 1462906691
[2020-04-21 17:05:28,929 line 171] 1462906691-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:28,965 line 221] No ranking in top_countries
[2020-04-21 17:05:29,001 line 221] No ranking in world
[2020-04-21 17:05:29,001 line 174] 1462906691: row inserted in app_country_rank table 

[2020-04-21 17:05:29,001 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:30,898 line 241] 377073260 row inserted in dev table
[2020-04-21 17:05:30,898 line 246] Dev info ok
[2020-04-21 17:05:30,902 line 124] No average rating on overall
[2020-04-21 17:05:30,905 line 86] No current rating
[2020-04-21 17:05:30,910 line 151] 671878219: Data from main tab ok
[2020-04-21 17:05:31,043 line 192] Top rankings ok
[2020-04-21 17:05:32,073 line 275] Twitter information inserted in database for 671878219
[2020-04-21 17:05:32,483 line 171] 671878219-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:32,515 line 221] No ranking in top_countries
[2020-04-21 17:05:32,550 line 221] No ranking in world
[2020-04-21 17:05:32,551 line 174] 671878219: row inserted in app_country_rank table 

[2020-04-21 17:05:32,551 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:33,693 line 245] Dev exist already
[2020-04-21 17:05:33,693 line 246] Dev info ok
[2020-04-21 17:05:33,708 line 151] 869720094: Data from main tab ok
[2020-04-21 17:05:33,917 line 192] Top rankings ok
[2020-04-21 17:05:34,907 line 275] Twitter information inserted in database for 869720094
[2020-04-21 17:05:35,353 line 171] 869720094-Reference:1 inserted in app_category table successfully
[2020-04-21 17:05:35,356 line 171] 869720094-Books:29 inserted in app_category table successfully
[2020-04-21 17:05:35,387 line 221] No ranking in top_countries
[2020-04-21 17:05:35,425 line 221] No ranking in world
[2020-04-21 17:05:35,425 line 174] 869720094: row inserted in app_country_rank table 

[2020-04-21 17:05:35,425 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:05:36,455 line 245] Dev exist already
[2020-04-21 17:05:36,455 line 246] Dev info ok
[2020-04-21 17:05:36,466 line 151] 988485030: Data from main tab ok
[2020-04-21 17:05:36,586 line 192] Top rankings ok
